municipio,humedad_relativa,año
TIERRALTA,0.0,2019
TUCHÍN,,2019
VALENCIA,0.0,2019
AGUA DE DIOS,0.0,2019
ALBÁN,,2019
ANAPOIMA,0.0,2019
ANOLAIMA,0.0,2019
ARBELÁEZ,0.0,2019
BELTRÁN,0.0,2019
BITUIMA,,2019
BOJACÁ,0.0,2019
CABRERA,0.0,2019
CACHIPAY,0.0,2019
CAJICÁ,,2019
CAPARRAPÍ,0.0,2019
CÁQUEZA,0.0,2019
CARMEN DE CARUPA,0.0,2019
CHAGUANÍ,0.0,2019
CHÍA,0.0,2019
CHIPAQUE,0.0,2019
CHOACHÍ,0.0,2019
CHOCONTÁ,0.0,2019
COGUA,0.0,2019
COTA,0.0,2019
CUCUNUBÁ,0.0,2019
EL COLEGIO,0.0,2019
EL PEÑÓN,0.0,2019
EL ROSAL,,2019
FACATATIVÁ,0.0,2019
FÓMEQUE,0.0,2019
FOSCA,0.0,2019
FUNZA,0.0,2019
FÚQUENE,0.0,2019
FUSAGASUGÁ,0.0,2019
GACHALÁ,0.0,2019
GACHANCIPÁ,,2019
GACHETÁ,0.0,2019
GAMA,0.0,2019
GIRARDOT,0.0,2019
GRANADA,,2019
GUACHETÁ,0.0,2019
GUADUAS,0.0,2019
GUASCA,0.0,2019
GUATAQUÍ,,2019
GUATAVITA,0.0,2019
GUAYABAL DE SÍQUIMA,0.0,2019
GUAYABETAL,0.0,2019
GUTIÉRREZ,0.0,2019
JERUSALÉN,0.0,2019
JUNÍN,0.0,2019
LA CALERA,0.0,2019
LA MESA,0.0,2019
LA PALMA,0.0,2019
LA PEÑA,0.0,2019
LA VEGA,,2019
LENGUAZAQUE,0.0,2019
MACHETÁ,0.0,2019
MADRID,,2019
MANTA,,2019
MEDINA,0.0,2019
MOSQUERA,,2019
NARIÑO,0.0,2019
NEMOCÓN,0.0,2019
NILO,0.0,2019
NIMAIMA,,2019
NOCAIMA,0.0,2019
VENECIA,,2019
PACHO,0.0,2019
PAIME,0.0,2019
PANDI,0.0,2019
PARATEBUENO,0.0,2019
PASCA,0.0,2019
PUERTO SALGAR,0.0,2019
PULÍ,0.0,2019
QUEBRADANEGRA,0.0,2019
QUETAME,0.0,2019
QUIPILE,,2019
APULO,0.0,2019
RICAURTE,0.0,2019
SAN ANTONIO DEL TEQUENDAMA,,2019
SAN BERNARDO,0.0,2019
SAN CAYETANO,0.0,2019
SAN FRANCISCO,0.0,2019
SAN JUAN DE RIOSECO,0.0,2019
SASAIMA,0.0,2019
SESQUILÉ,0.0,2019
SIBATÉ,0.0,2019
SILVANIA,0.0,2019
SIMIJACA,0.0,2019
SOACHA,0.0,2019
SOPÓ,,2019
SUBACHOQUE,0.0,2019
SUESCA,0.0,2019
SUPATÁ,0.0,2019
SUSA,,2019
SUTATAUSA,,2019
TABIO,0.0,2019
TAUSA,0.0,2019
TENA,,2019
TENJO,0.0,2019
TIBACUY,0.0,2019
TIBIRITA,0.0,2019
TOCAIMA,0.0,2019
TOCANCIPÁ,0.0,2019
TOPAIPÍ,,2019
UBALÁ,0.0,2019
UBAQUE,0.0,2019
VILLA DE SAN DIEGO DE UBATÉ,0.0,2019
UNE,0.0,2019
ÚTICA,0.0,2019
VERGARA,0.0,2019
VIANÍ,,2019
VILLAGÓMEZ,0.0,2019
VILLAPINZÓN,0.0,2019
VILLETA,0.0,2019
VIOTÁ,0.0,2019
YACOPÍ,0.0,2019
ZIPACÓN,0.0,2019
ZIPAQUIRÁ,0.0,2019
QUIBDÓ,0.0,2019
ACANDÍ,0.0,2019
ALTO BAUDÓ,0.0,2019
ATRATO,0.0,2019
BAGADÓ,0.0,2019
BAHÍA SOLANO,0.0,2019
BAJO BAUDÓ,0.0,2019
BOJAYÁ,0.0,2019
EL CANTÓN DEL SAN PABLO,0.0,2019
CARMEN DEL DARIÉN,0.0,2019
CÉRTEGUI,0.0,2019
CONDOTO,0.0,2019
EL CARMEN DE ATRATO,0.0,2019
EL LITORAL DEL SAN JUAN,0.0,2019
ISTMINA,0.0,2019
JURADÓ,0.0,2019
LLORÓ,0.0,2019
MEDIO ATRATO,0.0,2019
MEDIO BAUDÓ,0.0,2019
MEDIO SAN JUAN,0.0,2019
NÓVITA,0.0,2019
NUQUÍ,0.0,2019
RÍO IRÓ,0.0,2019
RÍO QUITO,0.0,2019
RIOSUCIO,0.0,2019
SAN JOSÉ DEL PALMAR,0.0,2019
SIPÍ,0.0,2019
TADÓ,0.0,2019
UNGUÍA,0.0,2019
UNIÓN PANAMERICANA,,2019
NEIVA,0.0,2019
ACEVEDO,0.0,2019
AGRADO,0.0,2019
AIPE,0.0,2019
ALGECIRAS,0.0,2019
ALTAMIRA,0.0,2019
BARAYA,0.0,2019
CAMPOALEGRE,0.0,2019
COLOMBIA,0.0,2019
ELÍAS,0.0,2019
GARZÓN,0.0,2019
GIGANTE,0.0,2019
GUADALUPE,0.0,2019
HOBO,0.0,2019
ÍQUIRA,0.0,2019
ISNOS,0.0,2019
LA ARGENTINA,0.0,2019
LA PLATA,0.0,2019
NÁTAGA,0.0,2019
OPORAPA,0.0,2019
PAICOL,0.0,2019
PALERMO,0.0,2019
PALESTINA,0.0,2019
PITAL,0.0,2019
PITALITO,0.0,2019
RIVERA,0.0,2019
SALADOBLANCO,0.0,2019
SAN AGUSTÍN,0.0,2019
SANTA MARÍA,0.0,2019
SUAZA,0.0,2019
TARQUI,0.0,2019
TESALIA,0.0,2019
TELLO,0.0,2019
TERUEL,0.0,2019
TIMANÁ,0.0,2019
VILLAVIEJA,0.0,2019
YAGUARÁ,0.0,2019
RIOHACHA,0.0,2019
ALBANIA,0.0,2019
BARRANCAS,0.0,2019
DIBULLA,0.0,2019
DISTRACCIÓN,0.0,2019
EL MOLINO,0.0,2019
FONSECA,0.0,2019
HATONUEVO,0.0,2019
LA JAGUA DEL PILAR,0.0,2019
MAICAO,0.0,2019
MANAURE,0.0,2019
SAN JUAN DEL CESAR,0.0,2019
URIBIA,0.0,2019
URUMITA,0.0,2019
VILLANUEVA,0.0,2019
SANTA MARTA,0.0,2019
ALGARROBO,0.0,2019
ARACATACA,0.0,2019
ARIGUANÍ,0.0,2019
CERRO DE SAN ANTONIO,89.47,2019
CHIVOLO,22.53,2019
CIÉNAGA,0.0,2019
CONCORDIA,,2019
EL BANCO,0.0,2019
EL PIÑÓN,89.84,2019
EL RETÉN,0.0,2019
FUNDACIÓN,0.0,2019
GUAMAL,0.0,2019
NUEVA GRANADA,0.0,2019
PEDRAZA,66.29,2019
PIJIÑO DEL CARMEN,0.0,2019
PIVIJAY,31.84,2019
PLATO,0.0,2019
PUEBLOVIEJO,0.0,2019
REMOLINO,90.19,2019
SABANAS DE SAN ÁNGEL,0.0,2019
SALAMINA,89.95,2019
SAN SEBASTIÁN DE BUENAVISTA,0.0,2019
SAN ZENÓN,0.0,2019
SANTA ANA,0.0,2019
SANTA BÁRBARA DE PINTO,0.0,2019
SITIONUEVO,86.63,2019
TENERIFE,0.0,2019
ZAPAYÁN,44.84,2019
ZONA BANANERA,0.0,2019
VILLAVICENCIO,0.0,2019
ACACÍAS,0.0,2019
BARRANCA DE UPÍA,0.0,2019
CABUYARO,0.0,2019
CASTILLA LA NUEVA,0.0,2019
CUBARRAL,0.0,2019
CUMARAL,0.0,2019
EL CALVARIO,0.0,2019
EL CASTILLO,0.0,2019
EL DORADO,0.0,2019
FUENTE DE ORO,0.0,2019
GRANADA,0.0,2019
GUAMAL,0.0,2019
MAPIRIPÁN,0.0,2019
MESETAS,0.0,2019
LA MACARENA,0.0,2019
URIBE,0.0,2019
LEJANÍAS,0.0,2019
PUERTO CONCORDIA,0.0,2019
PUERTO GAITÁN,0.0,2019
PUERTO LÓPEZ,0.0,2019
PUERTO LLERAS,0.0,2019
PUERTO RICO,0.0,2019
RESTREPO,0.0,2019
SAN CARLOS DE GUAROA,0.0,2019
SAN JUAN DE ARAMA,0.0,2019
SAN JUANITO,0.0,2019
SAN MARTÍN,0.0,2019
VISTAHERMOSA,0.0,2019
PASTO,0.0,2019
ALBÁN,,2019
ALDANA,0.0,2019
ANCUYA,,2019
ARBOLEDA,0.0,2019
BARBACOAS,0.0,2019
BELÉN,,2019
BUESACO,0.0,2019
COLÓN,,2019
CONSACÁ,0.0,2019
CONTADERO,,2019
CÓRDOBA,0.0,2019
CUASPUD CARLOSAMA,,2019
CUMBAL,0.0,2019
CUMBITARA,0.0,2019
CHACHAGÜÍ,0.0,2019
EL CHARCO,0.0,2019
EL PEÑOL,0.0,2019
EL ROSARIO,0.0,2019
EL TABLÓN DE GÓMEZ,0.0,2019
EL TAMBO,0.0,2019
FUNES,0.0,2019
GUACHUCAL,,2019
GUAITARILLA,0.0,2019
GUALMATÁN,,2019
ILES,0.0,2019
IMUÉS,0.0,2019
IPIALES,0.0,2019
LA CRUZ,0.0,2019
LA FLORIDA,0.0,2019
LA LLANADA,0.0,2019
LA TOLA,0.0,2019
LA UNIÓN,0.0,2019
LEIVA,0.0,2019
LINARES,0.0,2019
LOS ANDES,0.0,2019
MAGÜÍ,0.0,2019
MALLAMA,0.0,2019
MOSQUERA,0.0,2019
NARIÑO,,2019
OLAYA HERRERA,0.0,2019
OSPINA,,2019
FRANCISCO PIZARRO,0.0,2019
POLICARPA,0.0,2019
POTOSÍ,0.0,2019
PROVIDENCIA,0.0,2019
PUERRES,0.0,2019
PUPIALES,0.0,2019
RICAURTE,0.0,2019
ROBERTO PAYÁN,0.0,2019
SAMANIEGO,0.0,2019
SANDONÁ,0.0,2019
SAN BERNARDO,,2019
SAN LORENZO,0.0,2019
SAN PABLO,0.0,2019
SAN PEDRO DE CARTAGO,,2019
SANTA BÁRBARA,0.0,2019
SANTACRUZ,0.0,2019
SAPUYES,0.0,2019
TAMINANGO,0.0,2019
TANGUA,0.0,2019
SAN ANDRÉS DE TUMACO,0.0,2019
TÚQUERRES,0.0,2019
YACUANQUER,,2019
SAN JOSÉ DE CÚCUTA,0.0,2019
ÁBREGO,0.0,2019
ARBOLEDAS,0.0,2019
BOCHALEMA,0.0,2019
BUCARASICA,0.0,2019
CÁCOTA,0.0,2019
CÁCHIRA,0.0,2019
CHINÁCOTA,0.0,2019
CHITAGÁ,0.0,2019
CONVENCIÓN,0.0,2019
CUCUTILLA,0.0,2019
DURANIA,0.0,2019
EL CARMEN,0.0,2019
EL TARRA,0.0,2019
EL ZULIA,0.0,2019
GRAMALOTE,0.0,2019
HACARÍ,0.0,2019
HERRÁN,0.0,2019
LABATECA,0.0,2019
LA ESPERANZA,0.0,2019
LA PLAYA,0.0,2019
LOS PATIOS,0.0,2019
LOURDES,0.0,2019
MUTISCUA,0.0,2019
OCAÑA,0.0,2019
PAMPLONA,0.0,2019
PAMPLONITA,0.0,2019
PUERTO SANTANDER,0.0,2019
RAGONVALIA,0.0,2019
SALAZAR,0.0,2019
SAN CALIXTO,0.0,2019
SAN CAYETANO,0.0,2019
SANTIAGO,0.0,2019
SARDINATA,0.0,2019
SILOS,0.0,2019
TEORAMA,0.0,2019
TIBÚ,0.0,2019
TOLEDO,0.0,2019
VILLA CARO,0.0,2019
VILLA DEL ROSARIO,0.0,2019
ARMENIA,0.0,2019
BUENAVISTA,,2019
CALARCÁ,0.0,2019
CIRCASIA,0.0,2019
CÓRDOBA,0.0,2019
FILANDIA,0.0,2019
GÉNOVA,0.0,2019
LA TEBAIDA,0.0,2019
MONTENEGRO,0.0,2019
PIJAO,0.0,2019
QUIMBAYA,0.0,2019
SALENTO,0.0,2019
PEREIRA,0.0,2019
APÍA,,2019
BALBOA,0.0,2019
BELÉN DE UMBRÍA,0.0,2019
DOSQUEBRADAS,,2019
GUÁTICA,0.0,2019
LA CELIA,0.0,2019
LA VIRGINIA,,2019
MARSELLA,0.0,2019
MISTRATÓ,0.0,2019
PUEBLO RICO,0.0,2019
QUINCHÍA,0.0,2019
SANTA ROSA DE CABAL,0.0,2019
SANTUARIO,0.0,2019
BUCARAMANGA,0.0,2019
AGUADA,0.0,2019
ALBANIA,0.0,2019
ARATOCA,0.0,2019
BARBOSA,,2019
BARICHARA,0.0,2019
BARRANCABERMEJA,0.0,2019
BETULIA,0.0,2019
BOLÍVAR,0.0,2019
CABRERA,,2019
CALIFORNIA,,2019
CAPITANEJO,,2019
CARCASÍ,0.0,2019
CEPITÁ,0.0,2019
CERRITO,0.0,2019
CHARALÁ,0.0,2019
CHARTA,,2019
CHIMA,0.0,2019
CHIPATÁ,0.0,2019
CIMITARRA,0.0,2019
CONCEPCIÓN,0.0,2019
CONFINES,,2019
CONTRATACIÓN,0.0,2019
COROMORO,0.0,2019
CURITÍ,0.0,2019
EL CARMEN DE CHUCURÍ,0.0,2019
EL GUACAMAYO,0.0,2019
EL PEÑÓN,0.0,2019
EL PLAYÓN,0.0,2019
ENCINO,0.0,2019
ENCISO,0.0,2019
FLORIÁN,0.0,2019
FLORIDABLANCA,,2019
GALÁN,0.0,2019
GÁMBITA,0.0,2019
GIRÓN,0.0,2019
GUACA,0.0,2019
GUADALUPE,0.0,2019
GUAPOTÁ,,2019
GUAVATÁ,,2019
GÜEPSA,0.0,2019
HATO,0.0,2019
JESÚS MARÍA,,2019
JORDÁN,0.0,2019
LA BELLEZA,0.0,2019
LANDÁZURI,0.0,2019
LA PAZ,0.0,2019
LEBRIJA,0.0,2019
LOS SANTOS,0.0,2019
MACARAVITA,0.0,2019
MÁLAGA,,2019
MATANZA,0.0,2019
MOGOTES,0.0,2019
MOLAGAVITA,0.0,2019
OCAMONTE,,2019
OIBA,0.0,2019
ONZAGA,0.0,2019
PALMAR,0.0,2019
PALMAS DEL SOCORRO,0.0,2019
PÁRAMO,0.0,2019
PIEDECUESTA,0.0,2019
PINCHOTE,,2019
PUENTE NACIONAL,0.0,2019
PUERTO PARRA,0.0,2019
PUERTO WILCHES,0.0,2019
RIONEGRO,0.0,2019
SABANA DE TORRES,0.0,2019
SAN ANDRÉS,0.0,2019
SAN BENITO,,2019
SAN GIL,0.0,2019
SAN JOAQUÍN,0.0,2019
SAN JOSÉ DE MIRANDA,,2019
SAN MIGUEL,,2019
SAN VICENTE DE CHUCURÍ,0.0,2019
SANTA BÁRBARA,0.0,2019
SANTA HELENA DEL OPÓN,0.0,2019
SIMACOTA,0.0,2019
SOCORRO,0.0,2019
SUAITA,0.0,2019
SUCRE,0.0,2019
SURATÁ,0.0,2019
TONA,0.0,2019
VALLE DE SAN JOSÉ,0.0,2019
VÉLEZ,0.0,2019
VETAS,0.0,2019
VILLANUEVA,,2019
ZAPATOCA,0.0,2019
SINCELEJO,0.0,2019
BUENAVISTA,0.0,2019
CAIMITO,0.0,2019
COLOSÓ,0.0,2019
COROZAL,0.0,2019
COVEÑAS,0.0,2019
CHALÁN,0.0,2019
EL ROBLE,0.0,2019
GALERAS,0.0,2019
GUARANDA,0.0,2019
LA UNIÓN,0.0,2019
LOS PALMITOS,0.0,2019
MAJAGUAL,0.0,2019
MORROA,0.0,2019
OVEJAS,0.0,2019
PALMITO,0.0,2019
SAMPUÉS,0.0,2019
SAN BENITO ABAD,0.0,2019
SAN JUAN DE BETULIA,0.0,2019
SAN MARCOS,0.0,2019
SAN ONOFRE,0.0,2019
SAN PEDRO,0.0,2019
SAN LUIS DE SINCÉ,0.0,2019
SUCRE,0.0,2019
SANTIAGO DE TOLÚ,0.0,2019
SAN JOSÉ DE TOLUVIEJO,0.0,2019
IBAGUÉ,0.0,2019
ALPUJARRA,0.0,2019
ALVARADO,0.0,2019
AMBALEMA,0.0,2019
ANZOÁTEGUI,0.0,2019
ARMERO,0.0,2019
ATACO,0.0,2019
CAJAMARCA,0.0,2019
CARMEN DE APICALÁ,0.0,2019
CASABIANCA,0.0,2019
CHAPARRAL,0.0,2019
COELLO,0.0,2019
COYAIMA,0.0,2019
CUNDAY,0.0,2019
DOLORES,0.0,2019
ESPINAL,0.0,2019
FALAN,,2019
FLANDES,,2019
FRESNO,0.0,2019
GUAMO,0.0,2019
HERVEO,0.0,2019
HONDA,0.0,2019
ICONONZO,0.0,2019
LÉRIDA,0.0,2019
LÍBANO,0.0,2019
SAN SEBASTIÁN DE MARIQUITA,0.0,2019
MELGAR,0.0,2019
MURILLO,0.0,2019
NATAGAIMA,0.0,2019
ORTEGA,0.0,2019
PALOCABILDO,0.0,2019
PIEDRAS,0.0,2019
PLANADAS,0.0,2019
PRADO,0.0,2019
PURIFICACIÓN,0.0,2019
RIOBLANCO,0.0,2019
RONCESVALLES,0.0,2019
ROVIRA,0.0,2019
SALDAÑA,0.0,2019
SAN ANTONIO,0.0,2019
SAN LUIS,0.0,2019
SANTA ISABEL,0.0,2019
SUÁREZ,0.0,2019
VALLE DE SAN JUAN,0.0,2019
VENADILLO,0.0,2019
VILLAHERMOSA,0.0,2019
VILLARRICA,0.0,2019
CALI,0.0,2019
ALCALÁ,0.0,2019
ANDALUCÍA,0.0,2019
ANSERMANUEVO,0.0,2019
ARGELIA,0.0,2019
BOLÍVAR,0.0,2019
BUENAVENTURA,0.0,2019
GUADALAJARA DE BUGA,0.0,2019
BUGALAGRANDE,0.0,2019
CAICEDONIA,0.0,2019
CALIMA,0.0,2019
CANDELARIA,0.0,2019
CARTAGO,0.0,2019
DAGUA,0.0,2019
EL ÁGUILA,0.0,2019
EL CAIRO,0.0,2019
EL CERRITO,0.0,2019
EL DOVIO,0.0,2019
FLORIDA,0.0,2019
GINEBRA,0.0,2019
GUACARÍ,0.0,2019
JAMUNDÍ,0.0,2019
LA CUMBRE,0.0,2019
LA UNIÓN,,2019
LA VICTORIA,0.0,2019
OBANDO,0.0,2019
PALMIRA,0.0,2019
PRADERA,0.0,2019
RESTREPO,0.0,2019
RIOFRÍO,0.0,2019
ROLDANILLO,0.0,2019
SAN PEDRO,0.0,2019
SEVILLA,0.0,2019
TORO,0.0,2019
TRUJILLO,0.0,2019
TULUÁ,0.0,2019
ULLOA,,2019
VERSALLES,0.0,2019
VIJES,0.0,2019
YOTOCO,0.0,2019
YUMBO,0.0,2019
ZARZAL,0.0,2019
ARAUCA,0.0,2019
ARAUQUITA,0.0,2019
CRAVO NORTE,0.0,2019
FORTUL,0.0,2019
PUERTO RONDÓN,0.0,2019
SARAVENA,0.0,2019
TAME,0.0,2019
YOPAL,0.0,2019
AGUAZUL,0.0,2019
CHÁMEZA,0.0,2019
HATO COROZAL,0.0,2019
LA SALINA,0.0,2019
MANÍ,0.0,2019
MONTERREY,0.0,2019
NUNCHÍA,0.0,2019
OROCUÉ,0.0,2019
PAZ DE ARIPORO,0.0,2019
PORE,0.0,2019
RECETOR,0.0,2019
SABANALARGA,0.0,2019
SÁCAMA,0.0,2019
SAN LUIS DE PALENQUE,0.0,2019
TÁMARA,0.0,2019
TAURAMENA,0.0,2019
TRINIDAD,0.0,2019
VILLANUEVA,0.0,2019
MOCOA,0.0,2019
COLÓN,0.0,2019
ORITO,0.0,2019
PUERTO ASÍS,0.0,2019
PUERTO CAICEDO,0.0,2019
PUERTO GUZMÁN,0.0,2019
PUERTO LEGUÍZAMO,0.0,2019
SIBUNDOY,0.0,2019
SAN FRANCISCO,0.0,2019
SAN MIGUEL,0.0,2019
SANTIAGO,0.0,2019
VALLE DEL GUAMUEZ,0.0,2019
VILLAGARZÓN,0.0,2019
SAN ANDRÉS,,2019
PROVIDENCIA,,2019
LETICIA,0.0,2019
EL ENCANTO,0.0,2019
LA CHORRERA,0.0,2019
LA PEDRERA,0.0,2019
LA VICTORIA,0.0,2019
MIRITÍ - PARANÁ,0.0,2019
PUERTO ALEGRÍA,0.0,2019
PUERTO ARICA,0.0,2019
PUERTO NARIÑO,0.0,2019
PUERTO SANTANDER,0.0,2019
TARAPACÁ,0.0,2019
INÍRIDA,0.0,2019
BARRANCOMINAS,0.0,2019
SAN FELIPE,0.0,2019
PUERTO COLOMBIA,0.0,2019
LA GUADALUPE,0.0,2019
CACAHUAL,0.0,2019
PANA PANA,0.0,2019
MORICHAL,0.0,2019
SAN JOSÉ DEL GUAVIARE,0.0,2019
CALAMAR,0.0,2019
EL RETORNO,0.0,2019
MIRAFLORES,0.0,2019
MITÚ,0.0,2019
CARURÚ,0.0,2019
PACOA,0.0,2019
TARAIRA,0.0,2019
PAPUNAHUA,0.0,2019
YAVARATÉ,0.0,2019
PUERTO CARREÑO,0.0,2019
LA PRIMAVERA,0.0,2019
SANTA ROSALÍA,0.0,2019
CUMARIBO,0.0,2019
MEDELLÍN,0.0,2020
ABEJORRAL,0.0,2020
ABRIAQUÍ,0.0,2020
ALEJANDRÍA,,2020
AMAGÁ,0.0,2020
AMALFI,0.0,2020
ANDES,0.0,2020
ANGELÓPOLIS,0.0,2020
ANGOSTURA,0.0,2020
ANORÍ,0.0,2020
SANTA FÉ DE ANTIOQUIA,0.0,2020
ANZÁ,0.0,2020
APARTADÓ,0.0,2020
ARBOLETES,0.0,2020
ARGELIA,0.0,2020
ARMENIA,0.0,2020
BARBOSA,0.0,2020
BELMIRA,0.0,2020
BELLO,0.0,2020
BETANIA,0.0,2020
BETULIA,0.0,2020
CIUDAD BOLÍVAR,0.0,2020
BRICEÑO,0.0,2020
BURITICÁ,0.0,2020
CÁCERES,0.0,2020
CAICEDO,0.0,2020
CALDAS,0.0,2020
CAMPAMENTO,0.0,2020
CAÑASGORDAS,0.0,2020
CARACOLÍ,0.0,2020
CARAMANTA,,2020
CAREPA,0.0,2020
EL CARMEN DE VIBORAL,0.0,2020
CAROLINA,0.0,2020
CAUCASIA,0.0,2020
CHIGORODÓ,0.0,2020
CISNEROS,,2020
COCORNÁ,0.0,2020
CONCEPCIÓN,0.0,2020
CONCORDIA,0.0,2020
COPACABANA,0.0,2020
DABEIBA,0.0,2020
DONMATÍAS,0.0,2020
EBÉJICO,0.0,2020
EL BAGRE,0.0,2020
ENTRERRÍOS,0.0,2020
ENVIGADO,,2020
FREDONIA,0.0,2020
FRONTINO,0.0,2020
GIRALDO,,2020
GIRARDOTA,,2020
GÓMEZ PLATA,0.0,2020
GRANADA,0.0,2020
GUADALUPE,0.0,2020
GUARNE,0.0,2020
GUATAPÉ,,2020
HELICONIA,0.0,2020
HISPANIA,0.0,2020
ITAGÜÍ,0.0,2020
ITUANGO,0.0,2020
JARDÍN,0.0,2020
JERICÓ,0.0,2020
LA CEJA,,2020
LA ESTRELLA,,2020
LA PINTADA,0.0,2020
LA UNIÓN,0.0,2020
LIBORINA,0.0,2020
MACEO,0.0,2020
MARINILLA,0.0,2020
MONTEBELLO,0.0,2020
MURINDÓ,0.0,2020
MUTATÁ,0.0,2020
NARIÑO,0.0,2020
NECOCLÍ,0.0,2020
NECHÍ,0.0,2020
OLAYA,0.0,2020
PEÑOL,0.0,2020
PEQUE,0.0,2020
PUEBLORRICO,,2020
PUERTO BERRÍO,0.0,2020
PUERTO NARE,0.0,2020
PUERTO TRIUNFO,0.0,2020
REMEDIOS,0.0,2020
RETIRO,0.0,2020
RIONEGRO,0.0,2020
SABANALARGA,0.0,2020
SABANETA,,2020
SALGAR,0.0,2020
SAN ANDRÉS DE CUERQUÍA,0.0,2020
SAN CARLOS,0.0,2020
SAN FRANCISCO,0.0,2020
SAN JERÓNIMO,0.0,2020
SAN JOSÉ DE LA MONTAÑA,0.0,2020
SAN JUAN DE URABÁ,0.0,2020
SAN LUIS,0.0,2020
SAN PEDRO DE LOS MILAGROS,0.0,2020
SAN PEDRO DE URABÁ,0.0,2020
SAN RAFAEL,0.0,2020
SAN ROQUE,0.0,2020
SAN VICENTE FERRER,0.0,2020
SANTA BÁRBARA,0.0,2020
SANTA ROSA DE OSOS,0.0,2020
SANTO DOMINGO,0.0,2020
EL SANTUARIO,,2020
SEGOVIA,0.0,2020
SONSÓN,0.0,2020
SOPETRÁN,0.0,2020
TÁMESIS,0.0,2020
TARAZÁ,0.0,2020
TARSO,,2020
TITIRIBÍ,0.0,2020
TOLEDO,0.0,2020
TURBO,0.0,2020
URAMITA,0.0,2020
URRAO,0.0,2020
VALDIVIA,0.0,2020
VALPARAÍSO,0.0,2020
VEGACHÍ,0.0,2020
VENECIA,0.0,2020
VIGÍA DEL FUERTE,0.0,2020
YALÍ,0.0,2020
YARUMAL,0.0,2020
YOLOMBÓ,0.0,2020
YONDÓ,0.0,2020
ZARAGOZA,0.0,2020
BARRANQUILLA,87.12,2020
BARANOA,90.62,2020
CAMPO DE LA CRUZ,88.63,2020
CANDELARIA,90.02,2020
GALAPA,89.59,2020
JUAN DE ACOSTA,88.48,2020
LURUACO,43.91,2020
MALAMBO,,2020
MANATÍ,87.5,2020
PALMAR DE VARELA,89.68,2020
PIOJÓ,29.3,2020
POLONUEVO,,2020
PONEDERA,91.17,2020
PUERTO COLOMBIA,87.42,2020
REPELÓN,43.88,2020
SABANAGRANDE,88.93,2020
SABANALARGA,89.94,2020
SANTA LUCÍA,,2020
SANTO TOMÁS,,2020
SOLEDAD,88.91,2020
SUAN,89.5,2020
TUBARÁ,89.03,2020
USIACURÍ,,2020
"BOGOTÁ, D.C.",0.0,2020
CARTAGENA DE INDIAS,0.0,2020
ACHÍ,0.0,2020
ALTOS DEL ROSARIO,0.0,2020
ARENAL,0.0,2020
ARJONA,0.0,2020
ARROYOHONDO,87.41,2020
BARRANCO DE LOBA,0.0,2020
CALAMAR,88.2,2020
CANTAGALLO,0.0,2020
CICUCO,0.0,2020
CÓRDOBA,0.0,2020
CLEMENCIA,,2020
EL CARMEN DE BOLÍVAR,0.0,2020
EL GUAMO,0.0,2020
EL PEÑÓN,0.0,2020
HATILLO DE LOBA,0.0,2020
MAGANGUÉ,0.0,2020
MAHATES,22.16,2020
MARGARITA,0.0,2020
MARÍA LA BAJA,0.0,2020
MONTECRISTO,0.0,2020
SANTA CRUZ DE MOMPOX,0.0,2020
MORALES,0.0,2020
NOROSÍ,0.0,2020
PINILLOS,0.0,2020
REGIDOR,0.0,2020
RÍO VIEJO,0.0,2020
SAN CRISTÓBAL,,2020
SAN ESTANISLAO,0.0,2020
SAN FERNANDO,0.0,2020
SAN JACINTO,0.0,2020
SAN JACINTO DEL CAUCA,0.0,2020
SAN JUAN NEPOMUCENO,0.0,2020
SAN MARTÍN DE LOBA,0.0,2020
SAN PABLO,0.0,2020
SANTA CATALINA,0.0,2020
SANTA ROSA,0.0,2020
SANTA ROSA DEL SUR,0.0,2020
SIMITÍ,0.0,2020
SOPLAVIENTO,87.43,2020
TALAIGUA NUEVO,0.0,2020
TIQUISIO,0.0,2020
TURBACO,0.0,2020
TURBANA,0.0,2020
VILLANUEVA,0.0,2020
ZAMBRANO,0.0,2020
TUNJA,0.0,2020
ALMEIDA,,2020
AQUITANIA,0.0,2020
ARCABUCO,,2020
BELÉN,0.0,2020
BERBEO,0.0,2020
BETÉITIVA,0.0,2020
BOAVITA,0.0,2020
BOYACÁ,,2020
BRICEÑO,0.0,2020
BUENAVISTA,0.0,2020
BUSBANZÁ,,2020
CALDAS,0.0,2020
CAMPOHERMOSO,0.0,2020
CERINZA,,2020
CHINAVITA,0.0,2020
CHIQUINQUIRÁ,0.0,2020
CHISCAS,0.0,2020
CHITA,0.0,2020
CHITARAQUE,0.0,2020
CHIVATÁ,,2020
CIÉNEGA,0.0,2020
CÓMBITA,0.0,2020
COPER,0.0,2020
CORRALES,,2020
COVARACHÍA,0.0,2020
CUBARÁ,0.0,2020
CUCAITA,,2020
CUÍTIVA,0.0,2020
CHÍQUIZA,0.0,2020
CHIVOR,0.0,2020
DUITAMA,0.0,2020
EL COCUY,0.0,2020
EL ESPINO,0.0,2020
FIRAVITOBA,0.0,2020
FLORESTA,0.0,2020
GACHANTIVÁ,,2020
GÁMEZA,0.0,2020
GARAGOA,0.0,2020
GUACAMAYAS,,2020
GUATEQUE,0.0,2020
GUAYATÁ,0.0,2020
GÜICÁN DE LA SIERRA,0.0,2020
